samples_sent,samples_received,latency_min,latency_max,latency_sum,total_cycles,overflow_events,saturation_positive,saturation_negative,coefficient_updates,high_amplitude_samples,fifo_errors,losses,duplicates,reorder,input_signature,output_signature,target_samples,latency_average,jitter,hardware_time_seconds,hardware_throughput_samples_per_second,wall_time_seconds,wall_throughput_samples_per_second,expected_coefficient_updates
1000000,1000000,6,6,6000000,1000006,19984,11178,11218,3906,102045,0,0,0,0,1311284570,4009762410,1000000,6.0,0,0.01000006,99999400.00359999,0.031447699991986156,31798827.903307106,3906
