profile,profile_label,coef1_re,coef1_im,coef3_re,coef3_im,index,input_i,input_q,input_magnitude,output_i,output_q,output_magnitude,phase_shift_deg
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,209,24609,0,24609.0,9843,1388,9940.381934312181,8.026578956757096
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,210,24727,0,24727.0,9891,1408,9990.712937523527,8.10171602647698
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,211,24844,0,24844.0,9937,1428,10039.081282667254,8.177723048267262
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,212,24961,0,24961.0,9984,1448,10088.456769992128,8.252185808597607
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,213,25078,0,25078.0,10031,1469,10137.993983032344,8.33151513995457
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,214,25195,0,25195.0,10078,1490,10187.550441592915,8.41007283933729
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,215,25312,0,25312.0,10125,1510,10236.978313936197,8.482334179591614
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,216,25430,0,25430.0,10172,1532,10286.719982579481,8.564916794446239
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,217,25547,0,25547.0,10219,1553,10336.332521740967,8.641224282911185
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,218,25664,0,25664.0,10265,1574,10384.974771274123,8.717638746086381
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,219,25781,0,25781.0,10312,1596,10434.776471012688,8.797927495757316
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,220,25898,0,25898.0,10359,1618,10484.598466321922,8.877453348584865
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,221,26016,0,26016.0,10406,1640,10534.440469241828,8.956226824530484
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,222,26133,0,26133.0,10453,1662,10584.302197121924,9.034258256818191
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,223,26250,0,26250.0,10500,1685,10634.341775587242,9.116877618803885
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,224,26367,0,26367.0,10547,1707,10684.243445373191,9.193429249912686
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,225,26484,0,26484.0,10593,1730,10733.338203932643,9.275397233482018
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,226,26602,0,26602.0,10641,1753,10784.42812577468,9.354891109667026
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,227,26719,0,26719.0,10687,1777,10833.729644033028,9.440585999295438
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,228,26836,0,26836.0,10734,1800,10883.875964012086,9.519441418271422
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,229,26953,0,26953.0,10781,1824,10934.209482171082,9.602740090493052
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,230,27070,0,27070.0,10828,1848,10984.565899479141,9.685275205571367
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,231,27188,0,27188.0,10875,1872,11034.94490244514,9.76705687645484
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,232,27305,0,27305.0,10922,1896,11085.346183137448,9.848095044575775
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,233,27422,0,27422.0,10969,1921,11135.941899992114,9.933467551898572
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,234,27539,0,27539.0,11015,1945,11185.403434834168,10.013914420459225
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,235,27656,0,27656.0,11062,1970,11236.046635716675,10.097779468957045
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,236,27773,0,27773.0,11109,1995,11286.71369354251,10.180891738924558
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,237,27891,0,27891.0,11156,2021,11337.582502456156,10.26823373024959
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,238,28008,0,28008.0,11203,2046,11388.29772178441,10.349846089996982
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,239,28125,0,28125.0,11250,2072,11439.216931241404,10.435660569096038
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,240,28242,0,28242.0,11297,2098,11490.161574146814,10.520714275613892
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,241,28359,0,28359.0,11343,2124,11540.148395926284,10.6059306406352
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,242,28477,0,28477.0,11391,2151,11592.31133122295,10.693434834767707
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,243,28594,0,28594.0,11437,2177,11642.349333360513,10.77716136212547
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,244,28711,0,28711.0,11484,2204,11693.58251349859,10.864059922087723
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,245,28828,0,28828.0,11531,2231,11744.842357392457,10.95020014893119
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,246,28945,0,28945.0,11578,2259,11796.31997700978,11.040358816000508
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,247,29062,0,29062.0,11625,2286,11847.633561180055,11.124988702164234
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,248,29180,0,29180.0,11672,2314,11899.167197749597,11.2136117434792
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,249,29297,0,29297.0,11719,2342,11950.72905725839,11.301470258750864
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,250,29414,0,29414.0,11765,2370,12001.338467021085,11.389516396343655
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,251,29531,0,29531.0,11812,2399,12053.15498116572,11.480535586074817
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,252,29648,0,29648.0,11859,2427,12104.801113607773,11.566138198801099
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,253,29766,0,29766.0,11906,2456,12156.676025953806,11.655629268623457
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,254,29883,0,29883.0,11953,2485,12208.580343348689,11.74435961758475
B,AM/PM leve,0x3333,0x0000,0x0000,0x0CCD,255,30000,0,30000.0,12000,2515,12260.71877990846,11.836912306425873
