family,coef1_index,coef3_index,coef1,coef3,index,input_i,output_i,output_q,gain_linear,overflow,delta_from_nominal
coef3,2,3,0.7,0.21,118,27874,23748,0,0.8519767525292388,0,202
coef3,2,3,0.7,0.21,119,28110,24021,0,0.8545357524012807,0,206
coef3,2,3,0.7,0.21,120,28346,24297,0,0.8571579764340648,0,212
coef3,2,3,0.7,0.21,121,28583,24575,0,0.8597767903998881,0,217
coef3,2,3,0.7,0.21,122,28819,24855,0,0.8624518546792047,0,223
coef3,2,3,0.7,0.21,123,29055,25136,0,0.8651178798829805,0,228
coef3,2,3,0.7,0.21,124,29291,25419,0,0.8678092246765218,0,234
coef3,2,3,0.7,0.21,125,29528,25705,0,0.8705296667569764,0,239
coef3,2,3,0.7,0.21,126,29764,25992,0,0.8732697218115845,0,245
coef3,2,3,0.7,0.21,127,30000,26281,0,0.8760333333333333,0,251
coef3,2,4,0.7,0.22,0,0,0,0,0.0,0,0
coef3,2,4,0.7,0.22,1,236,165,0,0.6991525423728814,0,0
coef3,2,4,0.7,0.22,2,472,330,0,0.6991525423728814,0,0
coef3,2,4,0.7,0.22,3,709,496,0,0.6995768688293371,0,0
coef3,2,4,0.7,0.22,4,945,662,0,0.7005291005291006,0,0
coef3,2,4,0.7,0.22,5,1181,827,0,0.7002540220152413,0,0
coef3,2,4,0.7,0.22,6,1417,993,0,0.7007762879322512,0,1
coef3,2,4,0.7,0.22,7,1654,1159,0,0.7007255139056832,0,0
coef3,2,4,0.7,0.22,8,1890,1324,0,0.7005291005291006,0,0
coef3,2,4,0.7,0.22,9,2126,1490,0,0.7008466603951082,0,0
coef3,2,4,0.7,0.22,10,2362,1656,0,0.7011007620660458,0,0
coef3,2,4,0.7,0.22,11,2598,1822,0,0.7013086989992302,0,0
coef3,2,4,0.7,0.22,12,2835,1989,0,0.7015873015873015,0,0
coef3,2,4,0.7,0.22,13,3071,2156,0,0.7020514490394009,0,1
coef3,2,4,0.7,0.22,14,3307,2322,0,0.7021469609918355,0,0
coef3,2,4,0.7,0.22,15,3543,2489,0,0.7025119954840531,0,1
coef3,2,4,0.7,0.22,16,3780,2657,0,0.7029100529100529,0,1
coef3,2,4,0.7,0.22,17,4016,2825,0,0.7034362549800797,0,2
coef3,2,4,0.7,0.22,18,4252,2992,0,0.7036688617121355,0,1
coef3,2,4,0.7,0.22,19,4488,3160,0,0.7040998217468806,0,2
coef3,2,4,0.7,0.22,20,4724,3328,0,0.7044877222692634,0,2
coef3,2,4,0.7,0.22,21,4961,3498,0,0.70509977827051,0,2
coef3,2,4,0.7,0.22,22,5197,3667,0,0.7055993842601501,0,3
coef3,2,4,0.7,0.22,23,5433,3836,0,0.7060555862322841,0,3
coef3,2,4,0.7,0.22,24,5669,4006,0,0.7066502028576469,0,4
coef3,2,4,0.7,0.22,25,5906,4176,0,0.7070775482560109,0,3
coef3,2,4,0.7,0.22,26,6142,4347,0,0.7077499185932921,0,4
coef3,2,4,0.7,0.22,27,6378,4518,0,0.7083725305738476,0,5
coef3,2,4,0.7,0.22,28,6614,4689,0,0.7089507106138494,0,5
coef3,2,4,0.7,0.22,29,6850,4861,0,0.7096350364963504,0,6
coef3,2,4,0.7,0.22,30,7087,5034,0,0.7103146606462537,0,7
coef3,2,4,0.7,0.22,31,7323,5207,0,0.7110473849515226,0,8
coef3,2,4,0.7,0.22,32,7559,5380,0,0.7117343563963487,0,8
coef3,2,4,0.7,0.22,33,7795,5554,0,0.7125080179602309,0,9
coef3,2,4,0.7,0.22,34,8031,5728,0,0.713236209687461,0,10
coef3,2,4,0.7,0.22,35,8268,5904,0,0.714078374455733,0,11
coef3,2,4,0.7,0.22,36,8504,6079,0,0.7148400752587017,0,12
coef3,2,4,0.7,0.22,37,8740,6255,0,0.715675057208238,0,13
coef3,2,4,0.7,0.22,38,8976,6431,0,0.7164661319073083,0,13
coef3,2,4,0.7,0.22,39,9213,6609,0,0.7173559101269945,0,14
coef3,2,4,0.7,0.22,40,9449,6787,0,0.7182770663562281,0,15
coef3,2,4,0.7,0.22,41,9685,6966,0,0.7192565823438307,0,17
coef3,2,4,0.7,0.22,42,9921,7145,0,0.7201894970265095,0,18
coef3,2,4,0.7,0.22,43,10157,7325,0,0.7211775130451905,0,20
coef3,2,4,0.7,0.22,44,10394,7506,0,0.722147392726573,0,21
coef3,2,4,0.7,0.22,45,10630,7687,0,0.7231420507996237,0,22
coef3,2,4,0.7,0.22,46,10866,7869,0,0.7241855328547764,0,24
coef3,2,4,0.7,0.22,47,11102,8052,0,0.7252747252747253,0,26
coef3,2,4,0.7,0.22,48,11339,8236,0,0.7263427109974424,0,27
coef3,2,4,0.7,0.22,49,11575,8420,0,0.7274298056155507,0,28
coef3,2,4,0.7,0.22,50,11811,8605,0,0.7285581237829142,0,30
coef3,2,4,0.7,0.22,51,12047,8791,0,0.729725242799037,0,32
coef3,2,4,0.7,0.22,52,12283,8978,0,0.7309289261581047,0,35
coef3,2,4,0.7,0.22,53,12520,9166,0,0.732108626198083,0,36
coef3,2,4,0.7,0.22,54,12756,9355,0,0.7333803700219504,0,39
coef3,2,4,0.7,0.22,55,12992,9544,0,0.7346059113300493,0,41
coef3,2,4,0.7,0.22,56,13228,9734,0,0.7358633202298155,0,43
coef3,2,4,0.7,0.22,57,13465,9926,0,0.737170441886372,0,46
coef3,2,4,0.7,0.22,58,13701,10118,0,0.7384862418801548,0,48
coef3,2,4,0.7,0.22,59,13937,10311,0,0.7398292315419387,0,51
coef3,2,4,0.7,0.22,60,14173,10505,0,0.7411980526352925,0,53
coef3,2,4,0.7,0.22,61,14409,10699,0,0.7425220348393365,0,55
coef3,2,4,0.7,0.22,62,14646,10896,0,0.7439573945104465,0,58
coef3,2,4,0.7,0.22,63,14882,11093,0,0.7453971240424674,0,61
coef3,2,4,0.7,0.22,64,15118,11291,0,0.7468580500066146,0,65
coef3,2,4,0.7,0.22,65,15354,11490,0,0.7483391949980461,0,68
coef3,2,4,0.7,0.22,66,15591,11690,0,0.7497915464049772,0,70
coef3,2,4,0.7,0.22,67,15827,11891,0,0.751311050736084,0,73
coef3,2,4,0.7,0.22,68,16063,12093,0,0.7528481603685488,0,77
coef3,2,4,0.7,0.22,69,16299,12297,0,0.7544634640161973,0,81
coef3,2,4,0.7,0.22,70,16535,12501,0,0.7560326579981856,0,84
coef3,2,4,0.7,0.22,71,16772,12707,0,0.7576317672310995,0,88
coef3,2,4,0.7,0.22,72,17008,12914,0,0.7592897460018815,0,92
coef3,2,4,0.7,0.22,73,17244,13122,0,0.7609603340292276,0,96
coef3,2,4,0.7,0.22,74,17480,13331,0,0.7626430205949657,0,100
coef3,2,4,0.7,0.22,75,17717,13542,0,0.7643506236947565,0,104
coef3,2,4,0.7,0.22,76,17953,13753,0,0.766055812399042,0,108
coef3,2,4,0.7,0.22,77,18189,13965,0,0.7677717301665842,0,112
coef3,2,4,0.7,0.22,78,18425,14179,0,0.7695522388059701,0,116
coef3,2,4,0.7,0.22,79,18661,14394,0,0.7713413000375113,0,121
coef3,2,4,0.7,0.22,80,18898,14612,0,0.7732035135993227,0,126
coef3,2,4,0.7,0.22,81,19134,14829,0,0.7750078394481028,0,130
coef3,2,4,0.7,0.22,82,19370,15048,0,0.7768714506969541,0,135
coef3,2,4,0.7,0.22,83,19606,15269,0,0.778792206467408,0,141
coef3,2,4,0.7,0.22,84,19843,15491,0,0.780678324850073,0,145
coef3,2,4,0.7,0.22,85,20079,15714,0,0.782608695652174,0,151
coef3,2,4,0.7,0.22,86,20315,15939,0,0.78459266551809,0,157
coef3,2,4,0.7,0.22,87,20551,16164,0,0.786531069047735,0,161
coef3,2,4,0.7,0.22,88,20787,16392,0,0.7885697791889161,0,168
coef3,2,4,0.7,0.22,89,21024,16621,0,0.7905726788432268,0,173
coef3,2,4,0.7,0.22,90,21260,16851,0,0.7926152398871119,0,179
coef3,2,4,0.7,0.22,91,21496,17083,0,0.7947059918124302,0,185
coef3,2,4,0.7,0.22,92,21732,17316,0,0.7967973495306461,0,191
coef3,2,4,0.7,0.22,93,21969,17551,0,0.7988984478128272,0,197
coef3,2,4,0.7,0.22,94,22205,17787,0,0.801035802747129,0,204
coef3,2,4,0.7,0.22,95,22441,18025,0,0.8032173254311306,0,211
coef3,2,4,0.7,0.22,96,22677,18264,0,0.8053975393570578,0,218
coef3,2,4,0.7,0.22,97,22913,18504,0,0.8075764849648671,0,224
coef3,2,4,0.7,0.22,98,23150,18747,0,0.8098056155507559,0,231
coef3,2,4,0.7,0.22,99,23386,18991,0,0.8120670486615924,0,238
coef3,2,4,0.7,0.22,100,23622,19236,0,0.8143256286512573,0,245
coef3,2,4,0.7,0.22,101,23858,19483,0,0.8166233548495264,0,252
coef3,2,4,0.7,0.22,102,24094,19732,0,0.8189590769486179,0,260
coef3,2,4,0.7,0.22,103,24331,19983,0,0.8212979326784761,0,268
coef3,2,4,0.7,0.22,104,24567,20235,0,0.8236658932714617,0,276
coef3,2,4,0.7,0.22,105,24803,20489,0,0.8260694270854332,0,284
coef3,2,4,0.7,0.22,106,25039,20744,0,0.8284675905587284,0,292
coef3,2,4,0.7,0.22,107,25276,21002,0,0.8309067890489001,0,300
coef3,2,4,0.7,0.22,108,25512,21261,0,0.8333725305738476,0,309
coef3,2,4,0.7,0.22,109,25748,21521,0,0.8358319092745068,0,317
coef3,2,4,0.7,0.22,110,25984,21784,0,0.8383620689655172,0,327
coef3,2,4,0.7,0.22,111,26220,22048,0,0.840884820747521,0,336
coef3,2,4,0.7,0.22,112,26457,22315,0,0.8434440790717013,0,345
coef3,2,4,0.7,0.22,113,26693,22582,0,0.8459895852845315,0,354
coef3,2,4,0.7,0.22,114,26929,22852,0,0.8486018790151881,0,364
coef3,2,4,0.7,0.22,115,27165,23123,0,0.8512055954353028,0,373
coef3,2,4,0.7,0.22,116,27402,23397,0,0.8538427851981607,0,383
coef3,2,4,0.7,0.22,117,27638,23673,0,0.8565380997177798,0,393
coef3,2,4,0.7,0.22,118,27874,23949,0,0.8591877735524145,0,403
coef3,2,4,0.7,0.22,119,28110,24228,0,0.8618996798292423,0,413
coef3,2,4,0.7,0.22,120,28346,24509,0,0.8646369858181049,0,424
coef3,2,4,0.7,0.22,121,28583,24793,0,0.8674037015008922,0,435
coef3,2,4,0.7,0.22,122,28819,25078,0,0.870189805336757,0,446
coef3,2,4,0.7,0.22,123,29055,25364,0,0.8729650662536569,0,456
coef3,2,4,0.7,0.22,124,29291,25653,0,0.8757980266976204,0,468
coef3,2,4,0.7,0.22,125,29528,25945,0,0.8786575453806557,0,479
coef3,2,4,0.7,0.22,126,29764,26238,0,0.8815347399543072,0,491
coef3,2,4,0.7,0.22,127,30000,26532,0,0.8844,0,502
