family,coef1_index,coef3_index,coef1,coef3,index,input_i,output_i,output_q,gain_linear,overflow,delta_from_nominal
coef1,0,2,0.68,0.2,0,0,0,0,0.0,0,0
coef1,0,2,0.68,0.2,1,236,160,0,0.6779661016949152,0,-5
coef1,0,2,0.68,0.2,2,472,321,0,0.6800847457627118,0,-9
coef1,0,2,0.68,0.2,3,709,482,0,0.6798307475317349,0,-14
coef1,0,2,0.68,0.2,4,945,643,0,0.6804232804232804,0,-19
coef1,0,2,0.68,0.2,5,1181,803,0,0.6799322607959356,0,-24
coef1,0,2,0.68,0.2,6,1417,964,0,0.6803105151729005,0,-28
coef1,0,2,0.68,0.2,7,1654,1126,0,0.6807738814993954,0,-33
coef1,0,2,0.68,0.2,8,1890,1286,0,0.6804232804232804,0,-38
coef1,0,2,0.68,0.2,9,2126,1447,0,0.680620884289746,0,-43
coef1,0,2,0.68,0.2,10,2362,1609,0,0.6812023708721423,0,-47
coef1,0,2,0.68,0.2,11,2598,1770,0,0.6812933025404158,0,-52
coef1,0,2,0.68,0.2,12,2835,1932,0,0.6814814814814815,0,-57
coef1,0,2,0.68,0.2,13,3071,2094,0,0.6818625854770433,0,-61
coef1,0,2,0.68,0.2,14,3307,2255,0,0.6818869065618385,0,-67
coef1,0,2,0.68,0.2,15,3543,2417,0,0.6821902342647473,0,-71
coef1,0,2,0.68,0.2,16,3780,2580,0,0.6825396825396826,0,-76
coef1,0,2,0.68,0.2,17,4016,2743,0,0.6830179282868526,0,-80
coef1,0,2,0.68,0.2,18,4252,2906,0,0.6834430856067732,0,-85
coef1,0,2,0.68,0.2,19,4488,3069,0,0.6838235294117647,0,-89
coef1,0,2,0.68,0.2,20,4724,3232,0,0.6841659610499576,0,-94
coef1,0,2,0.68,0.2,21,4961,3396,0,0.6845394073775448,0,-100
coef1,0,2,0.68,0.2,22,5197,3560,0,0.6850105830286704,0,-104
coef1,0,2,0.68,0.2,23,5433,3724,0,0.6854408245904656,0,-109
coef1,0,2,0.68,0.2,24,5669,3889,0,0.6860116422649497,0,-113
coef1,0,2,0.68,0.2,25,5906,4054,0,0.6864205892312902,0,-119
coef1,0,2,0.68,0.2,26,6142,4220,0,0.6870726147834582,0,-123
coef1,0,2,0.68,0.2,27,6378,4385,0,0.6875195986202571,0,-128
coef1,0,2,0.68,0.2,28,6614,4551,0,0.6880858784396734,0,-133
coef1,0,2,0.68,0.2,29,6850,4718,0,0.6887591240875912,0,-137
coef1,0,2,0.68,0.2,30,7087,4885,0,0.689290249753069,0,-142
coef1,0,2,0.68,0.2,31,7323,5053,0,0.690017752287314,0,-146
coef1,0,2,0.68,0.2,32,7559,5221,0,0.6906998280195793,0,-151
coef1,0,2,0.68,0.2,33,7795,5389,0,0.6913406029506094,0,-156
coef1,0,2,0.68,0.2,34,8031,5558,0,0.6920682355871,0,-160
coef1,0,2,0.68,0.2,35,8268,5727,0,0.6926705370101597,0,-166
coef1,0,2,0.68,0.2,36,8504,5897,0,0.6934383819379115,0,-170
coef1,0,2,0.68,0.2,37,8740,6067,0,0.6941647597254005,0,-175
coef1,0,2,0.68,0.2,38,8976,6238,0,0.6949643493761141,0,-180
coef1,0,2,0.68,0.2,39,9213,6410,0,0.6957559969608162,0,-185
coef1,0,2,0.68,0.2,40,9449,6582,0,0.6965816488517304,0,-190
coef1,0,2,0.68,0.2,41,9685,6755,0,0.6974703149199794,0,-194
coef1,0,2,0.68,0.2,42,9921,6928,0,0.6983167019453684,0,-199
coef1,0,2,0.68,0.2,43,10157,7102,0,0.6992222112828591,0,-203
coef1,0,2,0.68,0.2,44,10394,7277,0,0.7001154512218588,0,-208
coef1,0,2,0.68,0.2,45,10630,7452,0,0.7010348071495767,0,-213
coef1,0,2,0.68,0.2,46,10866,7628,0,0.7020062580526413,0,-217
coef1,0,2,0.68,0.2,47,11102,7804,0,0.7029364078544407,0,-222
coef1,0,2,0.68,0.2,48,11339,7982,0,0.703942146573772,0,-227
coef1,0,2,0.68,0.2,49,11575,8160,0,0.7049676025917927,0,-232
coef1,0,2,0.68,0.2,50,11811,8338,0,0.7059520785708238,0,-237
coef1,0,2,0.68,0.2,51,12047,8518,0,0.7070639993359342,0,-241
coef1,0,2,0.68,0.2,52,12283,8698,0,0.7081331922168851,0,-245
coef1,0,2,0.68,0.2,53,12520,8879,0,0.709185303514377,0,-251
coef1,0,2,0.68,0.2,54,12756,9061,0,0.7103323925995609,0,-255
coef1,0,2,0.68,0.2,55,12992,9243,0,0.7114378078817734,0,-260
coef1,0,2,0.68,0.2,56,13228,9426,0,0.7125793770789235,0,-265
coef1,0,2,0.68,0.2,57,13465,9611,0,0.7137764574823616,0,-269
coef1,0,2,0.68,0.2,58,13701,9796,0,0.7149843077147654,0,-274
coef1,0,2,0.68,0.2,59,13937,9981,0,0.7161512520628542,0,-279
coef1,0,2,0.68,0.2,60,14173,10168,0,0.7174204473294292,0,-284
coef1,0,2,0.68,0.2,61,14409,10355,0,0.7186480671802346,0,-289
coef1,0,2,0.68,0.2,62,14646,10544,0,0.7199235286084937,0,-294
coef1,0,2,0.68,0.2,63,14882,10734,0,0.7212740223088294,0,-298
coef1,0,2,0.68,0.2,64,15118,10924,0,0.7225823521629845,0,-302
coef1,0,2,0.68,0.2,65,15354,11115,0,0.723915592028136,0,-307
coef1,0,2,0.68,0.2,66,15591,11308,0,0.7252902315438394,0,-312
coef1,0,2,0.68,0.2,67,15827,11501,0,0.7266696152145069,0,-317
coef1,0,2,0.68,0.2,68,16063,11695,0,0.72807072153396,0,-321
coef1,0,2,0.68,0.2,69,16299,11890,0,0.7294926069083993,0,-326
coef1,0,2,0.68,0.2,70,16535,12086,0,0.7309343816147565,0,-331
coef1,0,2,0.68,0.2,71,16772,12284,0,0.7324111614595755,0,-335
coef1,0,2,0.68,0.2,72,17008,12482,0,0.7338899341486359,0,-340
coef1,0,2,0.68,0.2,73,17244,12681,0,0.7353862212943633,0,-345
coef1,0,2,0.68,0.2,74,17480,12881,0,0.7368993135011441,0,-350
coef1,0,2,0.68,0.2,75,17717,13083,0,0.7384433030422758,0,-355
coef1,0,2,0.68,0.2,76,17953,13286,0,0.7400434467776973,0,-359
coef1,0,2,0.68,0.2,77,18189,13489,0,0.7416020671834626,0,-364
coef1,0,2,0.68,0.2,78,18425,13694,0,0.7432293080054274,0,-369
coef1,0,2,0.68,0.2,79,18661,13900,0,0.7448689780826322,0,-373
coef1,0,2,0.68,0.2,80,18898,14108,0,0.7465340247645254,0,-378
coef1,0,2,0.68,0.2,81,19134,14316,0,0.7481969269363437,0,-383
coef1,0,2,0.68,0.2,82,19370,14525,0,0.7498709344346928,0,-388
coef1,0,2,0.68,0.2,83,19606,14736,0,0.7516066510251964,0,-392
coef1,0,2,0.68,0.2,84,19843,14948,0,0.7533135110618354,0,-398
coef1,0,2,0.68,0.2,85,20079,15162,0,0.755117286717466,0,-401
coef1,0,2,0.68,0.2,86,20315,15376,0,0.7568791533349741,0,-406
coef1,0,2,0.68,0.2,87,20551,15591,0,0.758649214150163,0,-412
coef1,0,2,0.68,0.2,88,20787,15808,0,0.760475297060663,0,-416
coef1,0,2,0.68,0.2,89,21024,16027,0,0.7623192541856926,0,-421
coef1,0,2,0.68,0.2,90,21260,16247,0,0.7642050799623706,0,-425
coef1,0,2,0.68,0.2,91,21496,16467,0,0.7660494975809453,0,-431
coef1,0,2,0.68,0.2,92,21732,16689,0,0.7679458862506903,0,-436
coef1,0,2,0.68,0.2,93,21969,16914,0,0.7699030452000546,0,-440
coef1,0,2,0.68,0.2,94,22205,17139,0,0.77185318621932,0,-444
coef1,0,2,0.68,0.2,95,22441,17365,0,0.773806871351544,0,-449
coef1,0,2,0.68,0.2,96,22677,17592,0,0.77576398994576,0,-454
coef1,0,2,0.68,0.2,97,22913,17821,0,0.7777680792563174,0,-459
coef1,0,2,0.68,0.2,98,23150,18053,0,0.7798272138228942,0,-463
coef1,0,2,0.68,0.2,99,23386,18285,0,0.7818780466946036,0,-468
coef1,0,2,0.68,0.2,100,23622,18518,0,0.7839302345271357,0,-473
coef1,0,2,0.68,0.2,101,23858,18753,0,0.7860256517729902,0,-478
coef1,0,2,0.68,0.2,102,24094,18989,0,0.7881215240308791,0,-483
coef1,0,2,0.68,0.2,103,24331,19228,0,0.7902675599030043,0,-487
coef1,0,2,0.68,0.2,104,24567,19467,0,0.7924044449871779,0,-492
coef1,0,2,0.68,0.2,105,24803,19708,0,0.794581300649115,0,-497
coef1,0,2,0.68,0.2,106,25039,19951,0,0.7967969966851711,0,-501
coef1,0,2,0.68,0.2,107,25276,20196,0,0.7990188320936857,0,-506
coef1,0,2,0.68,0.2,108,25512,20441,0,0.801230793352148,0,-511
coef1,0,2,0.68,0.2,109,25748,20688,0,0.8034798819325772,0,-516
coef1,0,2,0.68,0.2,110,25984,20937,0,0.8057650862068966,0,-520
coef1,0,2,0.68,0.2,111,26220,21187,0,0.808047292143402,0,-525
coef1,0,2,0.68,0.2,112,26457,21440,0,0.8103715462826473,0,-530
coef1,0,2,0.68,0.2,113,26693,21694,0,0.8127224365938636,0,-534
coef1,0,2,0.68,0.2,114,26929,21949,0,0.8150692561922092,0,-539
coef1,0,2,0.68,0.2,115,27165,22206,0,0.8174489232468249,0,-544
coef1,0,2,0.68,0.2,116,27402,22466,0,0.8198671629808043,0,-548
coef1,0,2,0.68,0.2,117,27638,22726,0,0.8222736811636153,0,-554
coef1,0,2,0.68,0.2,118,27874,22988,0,0.8247112004018081,0,-558
coef1,0,2,0.68,0.2,119,28110,23252,0,0.8271789398790466,0,-563
coef1,0,2,0.68,0.2,120,28346,23518,0,0.8296761447823326,0,-567
coef1,0,2,0.68,0.2,121,28583,23786,0,0.8321729699471714,0,-572
coef1,0,2,0.68,0.2,122,28819,24055,0,0.8346923904368646,0,-577
coef1,0,2,0.68,0.2,123,29055,24326,0,0.8372397177766305,0,-582
coef1,0,2,0.68,0.2,124,29291,24599,0,0.8398142774230992,0,-586
coef1,0,2,0.68,0.2,125,29528,24875,0,0.8424207531834191,0,-591
coef1,0,2,0.68,0.2,126,29764,25151,0,0.8450141110065852,0,-596
coef1,0,2,0.68,0.2,127,30000,25429,0,0.8476333333333333,0,-601
coef1,1,2,0.69,0.2,0,0,0,0,0.0,0,0
coef1,1,2,0.69,0.2,1,236,163,0,0.690677966101695,0,-2
coef1,1,2,0.69,0.2,2,472,326,0,0.690677966101695,0,-4
coef1,1,2,0.69,0.2,3,709,489,0,0.689703808180536,0,-7
coef1,1,2,0.69,0.2,4,945,652,0,0.68994708994709,0,-10
coef1,1,2,0.69,0.2,5,1181,815,0,0.6900931414055885,0,-12
coef1,1,2,0.69,0.2,6,1417,978,0,0.6901905434015526,0,-14
coef1,1,2,0.69,0.2,7,1654,1142,0,0.6904474002418379,0,-17
coef1,1,2,0.69,0.2,8,1890,1305,0,0.6904761904761905,0,-19
coef1,1,2,0.69,0.2,9,2126,1469,0,0.6909689557855127,0,-21
coef1,1,2,0.69,0.2,10,2362,1632,0,0.6909398814563928,0,-24
coef1,1,2,0.69,0.2,11,2598,1796,0,0.6913010007698229,0,-26
coef1,1,2,0.69,0.2,12,2835,1960,0,0.691358024691358,0,-29
coef1,1,2,0.69,0.2,13,3071,2124,0,0.6916313904265712,0,-31
coef1,1,2,0.69,0.2,14,3307,2289,0,0.6921681282128818,0,-33
coef1,1,2,0.69,0.2,15,3543,2453,0,0.6923511148744003,0,-35
coef1,1,2,0.69,0.2,16,3780,2618,0,0.6925925925925925,0,-38
coef1,1,2,0.69,0.2,17,4016,2783,0,0.6929780876494024,0,-40
coef1,1,2,0.69,0.2,18,4252,2948,0,0.6933207902163687,0,-43
coef1,1,2,0.69,0.2,19,4488,3114,0,0.6938502673796791,0,-44
coef1,1,2,0.69,0.2,20,4724,3279,0,0.6941151566469094,0,-47
coef1,1,2,0.69,0.2,21,4961,3446,0,0.6946180205603709,0,-50
coef1,1,2,0.69,0.2,22,5197,3612,0,0.6950163555897634,0,-52
coef1,1,2,0.69,0.2,23,5433,3779,0,0.695564145039573,0,-54
coef1,1,2,0.69,0.2,24,5669,3946,0,0.6960663256306227,0,-56
coef1,1,2,0.69,0.2,25,5906,4114,0,0.6965797494073823,0,-59
coef1,1,2,0.69,0.2,26,6142,4281,0,0.6970042331488114,0,-62
coef1,1,2,0.69,0.2,27,6378,4449,0,0.6975540921919097,0,-64
coef1,1,2,0.69,0.2,28,6614,4618,0,0.698215905654672,0,-66
coef1,1,2,0.69,0.2,29,6850,4786,0,0.6986861313868613,0,-69
coef1,1,2,0.69,0.2,30,7087,4956,0,0.6993085931988148,0,-71
coef1,1,2,0.69,0.2,31,7323,5126,0,0.6999863443943739,0,-73
coef1,1,2,0.69,0.2,32,7559,5296,0,0.700621775367112,0,-76
coef1,1,2,0.69,0.2,33,7795,5467,0,0.7013470173187941,0,-78
coef1,1,2,0.69,0.2,34,8031,5638,0,0.7020296351637405,0,-80
coef1,1,2,0.69,0.2,35,8268,5810,0,0.7027092404450895,0,-83
coef1,1,2,0.69,0.2,36,8504,5982,0,0.7034336782690499,0,-85
coef1,1,2,0.69,0.2,37,8740,6155,0,0.704233409610984,0,-87
coef1,1,2,0.69,0.2,38,8976,6328,0,0.7049910873440285,0,-90
coef1,1,2,0.69,0.2,39,9213,6503,0,0.705850428741995,0,-92
coef1,1,2,0.69,0.2,40,9449,6677,0,0.7066356228172294,0,-95
coef1,1,2,0.69,0.2,41,9685,6852,0,0.7074858027878163,0,-97
coef1,1,2,0.69,0.2,42,9921,7027,0,0.7082955347243222,0,-100
coef1,1,2,0.69,0.2,43,10157,7204,0,0.7092645466180959,0,-101
coef1,1,2,0.69,0.2,44,10394,7381,0,0.7101212237829517,0,-104
coef1,1,2,0.69,0.2,45,10630,7558,0,0.7110065851364064,0,-107
coef1,1,2,0.69,0.2,46,10866,7737,0,0.7120375483158476,0,-108
coef1,1,2,0.69,0.2,47,11102,7915,0,0.7129346063772293,0,-111
coef1,1,2,0.69,0.2,48,11339,8096,0,0.7139959432048681,0,-113
coef1,1,2,0.69,0.2,49,11575,8276,0,0.7149892008639309,0,-116
coef1,1,2,0.69,0.2,50,11811,8457,0,0.7160274320548641,0,-118
coef1,1,2,0.69,0.2,51,12047,8638,0,0.7170249854735619,0,-121
coef1,1,2,0.69,0.2,52,12283,8820,0,0.7180656191484165,0,-123
coef1,1,2,0.69,0.2,53,12520,9004,0,0.7191693290734824,0,-126
coef1,1,2,0.69,0.2,54,12756,9188,0,0.720288491690185,0,-128
coef1,1,2,0.69,0.2,55,12992,9373,0,0.7214439655172413,0,-130
coef1,1,2,0.69,0.2,56,13228,9559,0,0.7226338070758996,0,-132
coef1,1,2,0.69,0.2,57,13465,9746,0,0.7238024507983661,0,-134
coef1,1,2,0.69,0.2,58,13701,9933,0,0.7249835778410335,0,-137
coef1,1,2,0.69,0.2,59,13937,10121,0,0.7261964554782234,0,-139
coef1,1,2,0.69,0.2,60,14173,10310,0,0.7274394976363509,0,-142
coef1,1,2,0.69,0.2,61,14409,10500,0,0.7287112221528211,0,-144
coef1,1,2,0.69,0.2,62,14646,10691,0,0.7299603987436842,0,-147
coef1,1,2,0.69,0.2,63,14882,10883,0,0.731286117457331,0,-149
coef1,1,2,0.69,0.2,64,15118,11075,0,0.7325704458261675,0,-151
coef1,1,2,0.69,0.2,65,15354,11269,0,0.7339455516477791,0,-153
coef1,1,2,0.69,0.2,66,15591,11464,0,0.7352960041049323,0,-156
coef1,1,2,0.69,0.2,67,15827,11659,0,0.7366525557591458,0,-159
coef1,1,2,0.69,0.2,68,16063,11856,0,0.7380937558363942,0,-160
coef1,1,2,0.69,0.2,69,16299,12053,0,0.7394932204429719,0,-163
coef1,1,2,0.69,0.2,70,16535,12251,0,0.7409132143937103,0,-166
coef1,1,2,0.69,0.2,71,16772,12452,0,0.7424278559503935,0,-167
coef1,1,2,0.69,0.2,72,17008,12652,0,0.7438852304797742,0,-170
coef1,1,2,0.69,0.2,73,17244,12854,0,0.7454186963581536,0,-172
coef1,1,2,0.69,0.2,74,17480,13056,0,0.7469107551487414,0,-175
coef1,1,2,0.69,0.2,75,17717,13261,0,0.7484901507027149,0,-177
coef1,1,2,0.69,0.2,76,17953,13465,0,0.7500139252492619,0,-180
coef1,1,2,0.69,0.2,77,18189,13671,0,0.7516081147946561,0,-182
coef1,1,2,0.69,0.2,78,18425,13878,0,0.7532157394843962,0,-185
coef1,1,2,0.69,0.2,79,18661,14087,0,0.7548898772841756,0,-186
coef1,1,2,0.69,0.2,80,18898,14297,0,0.7565350830775743,0,-189
coef1,1,2,0.69,0.2,81,19134,14507,0,0.7581791575206439,0,-192
coef1,1,2,0.69,0.2,82,19370,14719,0,0.7598864223025297,0,-194
coef1,1,2,0.69,0.2,83,19606,14932,0,0.7616035907375294,0,-196
coef1,1,2,0.69,0.2,84,19843,15147,0,0.7633422365569722,0,-199
coef1,1,2,0.69,0.2,85,20079,15362,0,0.765077942128592,0,-201
coef1,1,2,0.69,0.2,86,20315,15579,0,0.7668717696283535,0,-203
coef1,1,2,0.69,0.2,87,20551,15797,0,0.7686730572721522,0,-206
coef1,1,2,0.69,0.2,88,20787,16016,0,0.7704815509693559,0,-208
coef1,1,2,0.69,0.2,89,21024,16238,0,0.772355403348554,0,-210
coef1,1,2,0.69,0.2,90,21260,16459,0,0.7741768579492003,0,-213
coef1,1,2,0.69,0.2,91,21496,16683,0,0.7760978786751024,0,-215
coef1,1,2,0.69,0.2,92,21732,16907,0,0.7779771765138965,0,-218
coef1,1,2,0.69,0.2,93,21969,17134,0,0.779917155992535,0,-220
coef1,1,2,0.69,0.2,94,22205,17361,0,0.7818509344742175,0,-222
coef1,1,2,0.69,0.2,95,22441,17589,0,0.7837886012209795,0,-225
coef1,1,2,0.69,0.2,96,22677,17819,0,0.7857741323808264,0,-227
coef1,1,2,0.69,0.2,97,22913,18051,0,0.7878060489678349,0,-229
coef1,1,2,0.69,0.2,98,23150,18285,0,0.7898488120950324,0,-231
coef1,1,2,0.69,0.2,99,23386,18519,0,0.7918840331822458,0,-234
coef1,1,2,0.69,0.2,100,23622,18755,0,0.7939632545931758,0,-236
coef1,1,2,0.69,0.2,101,23858,18992,0,0.7960432559309246,0,-239
coef1,1,2,0.69,0.2,102,24094,19230,0,0.7981240142774134,0,-242
coef1,1,2,0.69,0.2,103,24331,19472,0,0.800295918786733,0,-243
coef1,1,2,0.69,0.2,104,24567,19713,0,0.8024178776407376,0,-246
coef1,1,2,0.69,0.2,105,24803,19956,0,0.8045800911180099,0,-249
coef1,1,2,0.69,0.2,106,25039,20201,0,0.8067814209832661,0,-251
coef1,1,2,0.69,0.2,107,25276,20449,0,0.8090283272669726,0,-253
coef1,1,2,0.69,0.2,108,25512,20696,0,0.8112260896832862,0,-256
coef1,1,2,0.69,0.2,109,25748,20946,0,0.813500077675936,0,-258
coef1,1,2,0.69,0.2,110,25984,21197,0,0.8157712438423645,0,-260
coef1,1,2,0.69,0.2,111,26220,21450,0,0.8180778032036613,0,-262
coef1,1,2,0.69,0.2,112,26457,21705,0,0.8203877990701893,0,-265
coef1,1,2,0.69,0.2,113,26693,21961,0,0.8227250590042333,0,-267
coef1,1,2,0.69,0.2,114,26929,22219,0,0.8250956218203424,0,-269
coef1,1,2,0.69,0.2,115,27165,22478,0,0.8274618074728511,0,-272
coef1,1,2,0.69,0.2,116,27402,22740,0,0.8298664331070725,0,-274
coef1,1,2,0.69,0.2,117,27638,23003,0,0.8322961140458789,0,-277
coef1,1,2,0.69,0.2,118,27874,23267,0,0.8347205280906939,0,-279
coef1,1,2,0.69,0.2,119,28110,23533,0,0.8371753824261828,0,-282
coef1,1,2,0.69,0.2,120,28346,23801,0,0.839659916743103,0,-284
coef1,1,2,0.69,0.2,121,28583,24072,0,0.8421789175383969,0,-286
coef1,1,2,0.69,0.2,122,28819,24344,0,0.84472049689441,0,-288
coef1,1,2,0.69,0.2,123,29055,24617,0,0.8472552056444674,0,-291
coef1,1,2,0.69,0.2,124,29291,24892,0,0.8498173500392612,0,-293
coef1,1,2,0.69,0.2,125,29528,25170,0,0.8524112706583582,0,-296
coef1,1,2,0.69,0.2,126,29764,25449,0,0.8550262061550867,0,-298
coef1,1,2,0.69,0.2,127,30000,25730,0,0.8576666666666667,0,-300
coef1,2,2,0.7,0.2,0,0,0,0,0.0,0,0
coef1,2,2,0.7,0.2,1,236,165,0,0.6991525423728814,0,0
coef1,2,2,0.7,0.2,2,472,330,0,0.6991525423728814,0,0
coef1,2,2,0.7,0.2,3,709,496,0,0.6995768688293371,0,0
coef1,2,2,0.7,0.2,4,945,662,0,0.7005291005291006,0,0
coef1,2,2,0.7,0.2,5,1181,827,0,0.7002540220152413,0,0
coef1,2,2,0.7,0.2,6,1417,992,0,0.7000705716302047,0,0
coef1,2,2,0.7,0.2,7,1654,1159,0,0.7007255139056832,0,0
coef1,2,2,0.7,0.2,8,1890,1324,0,0.7005291005291006,0,0
coef1,2,2,0.7,0.2,9,2126,1490,0,0.7008466603951082,0,0
coef1,2,2,0.7,0.2,10,2362,1656,0,0.7011007620660458,0,0
coef1,2,2,0.7,0.2,11,2598,1822,0,0.7013086989992302,0,0
coef1,2,2,0.7,0.2,12,2835,1989,0,0.7015873015873015,0,0
coef1,2,2,0.7,0.2,13,3071,2155,0,0.7017258222077499,0,0
coef1,2,2,0.7,0.2,14,3307,2322,0,0.7021469609918355,0,0
coef1,2,2,0.7,0.2,15,3543,2488,0,0.7022297488004516,0,0
coef1,2,2,0.7,0.2,16,3780,2656,0,0.7026455026455026,0,0
coef1,2,2,0.7,0.2,17,4016,2823,0,0.7029382470119522,0,0
coef1,2,2,0.7,0.2,18,4252,2991,0,0.7034336782690499,0,0
coef1,2,2,0.7,0.2,19,4488,3158,0,0.7036541889483066,0,0
coef1,2,2,0.7,0.2,20,4724,3326,0,0.7040643522438611,0,0
coef1,2,2,0.7,0.2,21,4961,3496,0,0.7046966337431969,0,0
coef1,2,2,0.7,0.2,22,5197,3664,0,0.7050221281508563,0,0
coef1,2,2,0.7,0.2,23,5433,3833,0,0.7055034051168784,0,0
coef1,2,2,0.7,0.2,24,5669,4002,0,0.7059446110425119,0,0
coef1,2,2,0.7,0.2,25,5906,4173,0,0.7065695902472062,0,0
coef1,2,2,0.7,0.2,26,6142,4343,0,0.7070986649299902,0,0
coef1,2,2,0.7,0.2,27,6378,4513,0,0.7075885857635622,0,0
coef1,2,2,0.7,0.2,28,6614,4684,0,0.7081947384336257,0,0
coef1,2,2,0.7,0.2,29,6850,4855,0,0.7087591240875912,0,0
coef1,2,2,0.7,0.2,30,7087,5027,0,0.7093269366445605,0,0
coef1,2,2,0.7,0.2,31,7323,5199,0,0.7099549365014338,0,0
coef1,2,2,0.7,0.2,32,7559,5372,0,0.7106760153459453,0,0
coef1,2,2,0.7,0.2,33,7795,5545,0,0.7113534316869788,0,0
coef1,2,2,0.7,0.2,34,8031,5718,0,0.7119910347403811,0,0
coef1,2,2,0.7,0.2,35,8268,5893,0,0.7127479438800194,0,0
coef1,2,2,0.7,0.2,36,8504,6067,0,0.7134289746001882,0,0
coef1,2,2,0.7,0.2,37,8740,6242,0,0.714187643020595,0,0
coef1,2,2,0.7,0.2,38,8976,6418,0,0.7150178253119429,0,0
coef1,2,2,0.7,0.2,39,9213,6595,0,0.7158363182459568,0,0
coef1,2,2,0.7,0.2,40,9449,6772,0,0.7166895967827284,0,0
coef1,2,2,0.7,0.2,41,9685,6949,0,0.717501290655653,0,0
coef1,2,2,0.7,0.2,42,9921,7127,0,0.7183751637939724,0,0
coef1,2,2,0.7,0.2,43,10157,7305,0,0.7192084276853402,0,0
coef1,2,2,0.7,0.2,44,10394,7485,0,0.7201269963440446,0,0
coef1,2,2,0.7,0.2,45,10630,7665,0,0.7210724365004704,0,0
coef1,2,2,0.7,0.2,46,10866,7845,0,0.7219768083931529,0,0
coef1,2,2,0.7,0.2,47,11102,8026,0,0.722932804900018,0,0
coef1,2,2,0.7,0.2,48,11339,8209,0,0.723961548637446,0,0
coef1,2,2,0.7,0.2,49,11575,8392,0,0.7250107991360691,0,0
coef1,2,2,0.7,0.2,50,11811,8575,0,0.7260181187029041,0,0
coef1,2,2,0.7,0.2,51,12047,8759,0,0.7270689798290031,0,0
coef1,2,2,0.7,0.2,52,12283,8943,0,0.7280794594154523,0,0
coef1,2,2,0.7,0.2,53,12520,9130,0,0.7292332268370607,0,0
coef1,2,2,0.7,0.2,54,12756,9316,0,0.7303229852618376,0,0
coef1,2,2,0.7,0.2,55,12992,9503,0,0.7314501231527094,0,0
coef1,2,2,0.7,0.2,56,13228,9691,0,0.7326126398548534,0,0
coef1,2,2,0.7,0.2,57,13465,9880,0,0.733754177497215,0,0
coef1,2,2,0.7,0.2,58,13701,10070,0,0.7349828479673016,0,0
coef1,2,2,0.7,0.2,59,13937,10260,0,0.7361699074406257,0,0
coef1,2,2,0.7,0.2,60,14173,10452,0,0.7374585479432724,0,0
coef1,2,2,0.7,0.2,61,14409,10644,0,0.7387049760566313,0,0
coef1,2,2,0.7,0.2,62,14646,10838,0,0.7399972688788747,0,0
coef1,2,2,0.7,0.2,63,14882,11032,0,0.7412982126058325,0,0
coef1,2,2,0.7,0.2,64,15118,11226,0,0.7425585394893505,0,0
coef1,2,2,0.7,0.2,65,15354,11422,0,0.7439103816595024,0,0
coef1,2,2,0.7,0.2,66,15591,11620,0,0.7453017766660253,0,0
coef1,2,2,0.7,0.2,67,15827,11818,0,0.7466986794717887,0,0
coef1,2,2,0.7,0.2,68,16063,12016,0,0.7480545352673846,0,0
coef1,2,2,0.7,0.2,69,16299,12216,0,0.7494938339775447,0,0
coef1,2,2,0.7,0.2,70,16535,12417,0,0.750952524947082,0,0
coef1,2,2,0.7,0.2,71,16772,12619,0,0.7523849272597186,0,0
coef1,2,2,0.7,0.2,72,17008,12822,0,0.7538805268109126,0,0
coef1,2,2,0.7,0.2,73,17244,13026,0,0.7553931802366041,0,0
coef1,2,2,0.7,0.2,74,17480,13231,0,0.7569221967963387,0,0
coef1,2,2,0.7,0.2,75,17717,13438,0,0.7584805553987696,0,0
coef1,2,2,0.7,0.2,76,17953,13645,0,0.7600401047178744,0,0
coef1,2,2,0.7,0.2,77,18189,13853,0,0.7616141624058497,0,0
coef1,2,2,0.7,0.2,78,18425,14063,0,0.7632564450474898,0,0
coef1,2,2,0.7,0.2,79,18661,14273,0,0.764857188789454,0,0
coef1,2,2,0.7,0.2,80,18898,14486,0,0.7665361413906233,0,0
coef1,2,2,0.7,0.2,81,19134,14699,0,0.7682136510922964,0,0
coef1,2,2,0.7,0.2,82,19370,14913,0,0.7699019101703666,0,0
coef1,2,2,0.7,0.2,83,19606,15128,0,0.7716005304498623,0,0
coef1,2,2,0.7,0.2,84,19843,15346,0,0.7733709620521091,0,0
coef1,2,2,0.7,0.2,85,20079,15563,0,0.7750884008167738,0,0
coef1,2,2,0.7,0.2,86,20315,15782,0,0.7768643859217327,0,0
coef1,2,2,0.7,0.2,87,20551,16003,0,0.7786969003941414,0,0
coef1,2,2,0.7,0.2,88,20787,16224,0,0.7804878048780488,0,0
coef1,2,2,0.7,0.2,89,21024,16448,0,0.7823439878234398,0,0
coef1,2,2,0.7,0.2,90,21260,16672,0,0.7841956726246472,0,0
coef1,2,2,0.7,0.2,91,21496,16898,0,0.7860997394864161,0,0
coef1,2,2,0.7,0.2,92,21732,17125,0,0.7880084667771029,0,0
coef1,2,2,0.7,0.2,93,21969,17354,0,0.7899312667850152,0,0
coef1,2,2,0.7,0.2,94,22205,17583,0,0.791848682729115,0,0
coef1,2,2,0.7,0.2,95,22441,17814,0,0.7938148923844749,0,0
coef1,2,2,0.7,0.2,96,22677,18046,0,0.7957842748158928,0,0
