samples_sent,samples_received,latency_min,latency_max,latency_sum,total_cycles,overflow_events,saturation_positive,saturation_negative,coefficient_updates,high_amplitude_samples,fifo_errors,losses,duplicates,reorder,input_signature,output_signature,target_samples,latency_average,jitter,hardware_time_seconds,hardware_throughput_samples_per_second,wall_time_seconds,wall_throughput_samples_per_second,expected_coefficient_updates
1000000,1000000,6,6,6000000,1000006,125945,59720,69952,3906,102045,0,0,0,0,1311284570,4218387311,1000000,6.0,0,0.016666766666666666,59999640.00215999,0.03173180000158027,31514127.781915907,3906
