coef1_index,coef3_index,coef1,coef3,index,input_i,output_i,output_q,gain_linear,compression_db,saturated
0,0,0.4,-0.7,0,0,0,0,0.0,0.0,0
0,0,0.4,-0.7,1,236,94,0,0.3983050847457627,0.0,0
0,0,0.4,-0.7,2,472,189,0,0.4004237288135593,0.0,0
0,0,0.4,-0.7,3,709,283,0,0.3991537376586742,0.0,0
0,0,0.4,-0.7,4,945,377,0,0.39894179894179893,0.0,0
0,0,0.4,-0.7,5,1181,471,0,0.3988145639288738,0.0,0
0,0,0.4,-0.7,6,1417,565,0,0.3987297106563162,-0.0018482388680641309,0
0,0,0.4,-0.7,7,1654,659,0,0.3984280532043531,-0.008422002757986961,0
0,0,0.4,-0.7,8,1890,752,0,0.3978835978835979,-0.020299461939665215,0
0,0,0.4,-0.7,9,2126,844,0,0.3969896519285042,-0.039836461540085744,0
0,0,0.4,-0.7,10,2362,936,0,0.39627434377646065,-0.055501081095441815,0
0,0,0.4,-0.7,11,2598,1028,0,0.39568899153194764,-0.06834083186267058,0
0,0,0.4,-0.7,12,2835,1119,0,0.39470899470899473,-0.08987972431913376,0
0,0,0.4,-0.7,13,3071,1210,0,0.39400846629762293,-0.10530911284000352,0
0,0,0.4,-0.7,14,3307,1299,0,0.39280314484426976,-0.13192106712112558,0
0,0,0.4,-0.7,15,3543,1388,0,0.3917583968388371,-0.15505391459445067,0
0,0,0.4,-0.7,16,3780,1477,0,0.3907407407407407,-0.1776462808131443,0
0,0,0.4,-0.7,17,4016,1564,0,0.3894422310756972,-0.20655929857030228,0
0,0,0.4,-0.7,18,4252,1651,0,0.3882878645343368,-0.2323438420769371,0
0,0,0.4,-0.7,19,4488,1736,0,0.3868092691622103,-0.26548273846026593,0
0,0,0.4,-0.7,20,4724,1821,0,0.3854784081287045,-0.2954190532387704,0
0,0,0.4,-0.7,21,4961,1905,0,0.38399516226567226,-0.32890513079857653,0
0,0,0.4,-0.7,22,5197,1987,0,0.382335963055609,-0.3665171845685136,0
0,0,0.4,-0.7,23,5433,2069,0,0.3808209092582367,-0.4010044776673526,0
0,0,0.4,-0.7,24,5669,2149,0,0.3790792026812489,-0.44082102029816156,0
0,0,0.4,-0.7,25,5906,2228,0,0.3772434812055537,-0.48298531285499435,0
0,0,0.4,-0.7,26,6142,2306,0,0.37544773689352,-0.5244303732750252,0
0,0,0.4,-0.7,27,6378,2382,0,0.37347130761994357,-0.5702753455112604,0
0,0,0.4,-0.7,28,6614,2457,0,0.3714847293619595,-0.6166008722596897,0
0,0,0.4,-0.7,29,6850,2530,0,0.36934306569343067,-0.6668211966397802,0
0,0,0.4,-0.7,30,7087,2603,0,0.3672922252010724,-0.7151854833532432,0
0,0,0.4,-0.7,31,7323,2673,0,0.3650143383859074,-0.7692216979139032,0
0,0,0.4,-0.7,32,7559,2742,0,0.3627463950257971,-0.8233580880671282,0
0,0,0.4,-0.7,33,7795,2809,0,0.3603592046183451,-0.8807077967732755,0
0,0,0.4,-0.7,34,8031,2875,0,0.3579877972855186,-0.9380557279265431,0
0,0,0.4,-0.7,35,8268,2939,0,0.3554668601838413,-0.9994378279603886,0
0,0,0.4,-0.7,36,8504,3001,0,0.352892756349953,-1.0625653121153813,0
0,0,0.4,-0.7,37,8740,3061,0,0.35022883295194507,-1.1283822510489954,0
0,0,0.4,-0.7,38,8976,3119,0,0.34748217468805703,-1.1967695734064756,0
0,0,0.4,-0.7,39,9213,3175,0,0.34462173016389885,-1.2685670210023645,0
0,0,0.4,-0.7,40,9449,3230,0,0.3418351148269658,-1.3390867234749158,0
0,0,0.4,-0.7,41,9685,3282,0,0.33887454827052144,-1.4146411570687305,0
0,0,0.4,-0.7,42,9921,3332,0,0.3358532406007459,-1.4924293282799328,0
0,0,0.4,-0.7,43,10157,3380,0,0.3327754258147091,-1.572395233794386,0
0,0,0.4,-0.7,44,10394,3425,0,0.3295170290552242,-1.657862923475553,0
0,0,0.4,-0.7,45,10630,3469,0,0.32634054562558795,-1.7419994839323658,0
0,0,0.4,-0.7,46,10866,3510,0,0.32302595251242405,-1.8306718749451867,0
0,0,0.4,-0.7,47,11102,3549,0,0.319672131147541,-1.9213246632726075,0
0,0,0.4,-0.7,48,11339,3585,0,0.3161654466884205,-2.017132096127707,0
0,0,0.4,-0.7,49,11575,3619,0,0.3126565874730022,-2.1140685219434543,0
0,0,0.4,-0.7,50,11811,3650,0,0.30903395140123613,-2.215296291375973,0
0,0,0.4,-0.7,51,12047,3679,0,0.3053872333361003,-2.318402640521428,0
0,0,0.4,-0.7,52,12283,3705,0,0.30163640804363756,-2.425744980958101,0
0,0,0.4,-0.7,53,12520,3729,0,0.2978434504792332,-2.535659100569702,0
0,0,0.4,-0.7,54,12756,3749,0,0.29390090937597996,-2.651401593295044,0
0,0,0.4,-0.7,55,12992,3767,0,0.2899476600985222,-2.7690280241842755,0
0,0,0.4,-0.7,56,13228,3782,0,0.28590867856062896,-2.8908734249605135,0
0,0,0.4,-0.7,57,13465,3794,0,0.281767545488303,-3.0176008142053363,0
0,0,0.4,-0.7,58,13701,3804,0,0.2776439675936063,-3.145655351533361,0
0,0,0.4,-0.7,59,13937,3810,0,0.27337303580397504,-3.2803066776285688,0
0,0,0.4,-0.7,60,14173,3813,0,0.26903266774853596,-3.419319827320839,0
0,0,0.4,-0.7,61,14409,3813,0,0.2646262752446388,-3.5627609120067074,0
0,0,0.4,-0.7,62,14646,3810,0,0.2601392871773863,-3.7113012728118857,0
0,0,0.4,-0.7,63,14882,3804,0,0.25561080499932803,-3.8638360290307965,0
0,0,0.4,-0.7,64,15118,3795,0,0.2510252678925784,-4.021071405786646,0
0,0,0.4,-0.7,65,15354,3782,0,0.24632017715253354,-4.185420425543791,0
0,0,0.4,-0.7,66,15591,3766,0,0.24154961195561542,-4.355293307545146,0
0,0,0.4,-0.7,67,15827,3746,0,0.23668414734314777,-4.532036776715588,0
0,0,0.4,-0.7,68,16063,3723,0,0.2317748863848596,-4.714092653126615,0
0,0,0.4,-0.7,69,16299,3697,0,0.226823731517271,-4.9016503739131565,0
0,0,0.4,-0.7,70,16535,3667,0,0.2217719987904445,-5.0972859760900056,0
0,0,0.4,-0.7,71,16772,3633,0,0.2166110183639399,-5.301809307683945,0
0,0,0.4,-0.7,72,17008,3596,0,0.2114299153339605,-5.512091472668236,0
0,0,0.4,-0.7,73,17244,3555,0,0.20615866388308976,-5.7313883726289365,0
0,0,0.4,-0.7,74,17480,3510,0,0.20080091533180777,-5.960106426958831,0
0,0,0.4,-0.7,75,17717,3461,0,0.19534909973471806,-6.199191907875294,0
0,0,0.4,-0.7,76,17953,3409,0,0.18988469893611096,-6.445620783439164,0
0,0,0.4,-0.7,77,18189,3353,0,0.1843421848369894,-6.702925580823803,0
0,0,0.4,-0.7,78,18425,3292,0,0.17867028493894166,-6.974373590124764,0
0,0,0.4,-0.7,79,18661,3228,0,0.17298108354321848,-7.255447926804134,0
0,0,0.4,-0.7,80,18898,3159,0,0.1671605460895333,-7.552744565273618,0
0,0,0.4,-0.7,81,19134,3087,0,0.16133584195672623,-7.860802993197776,0
0,0,0.4,-0.7,82,19370,3010,0,0.15539494062983997,-8.186682692812976,0
0,0,0.4,-0.7,83,19606,2929,0,0.14939304294603692,-8.528812722714283,0
0,0,0.4,-0.7,84,19843,2844,0,0.14332510205110113,-8.888974996797849,0
0,0,0.4,-0.7,85,20079,2754,0,0.13715822501120573,-9.270983066352782,0
0,0,0.4,-0.7,86,20315,2660,0,0.1309377307408319,-9.674123990934895,0
0,0,0.4,-0.7,87,20551,2562,0,0.12466546640066177,-10.10049686712102,0
0,0,0.4,-0.7,88,20787,2459,0,0.11829508827632655,-10.556085936594714,0
0,0,0.4,-0.7,89,21024,2351,0,0.11182458143074582,-11.044674565402575,0
0,0,0.4,-0.7,90,21260,2240,0,0.10536218250235184,-11.56172502736993,0
0,0,0.4,-0.7,91,21496,2123,0,0.0987625604763677,-12.123573375489894,0
0,0,0.4,-0.7,92,21732,2002,0,0.0921222160868765,-12.728132654675296,0
0,0,0.4,-0.7,93,21969,1875,0,0.08534753516318448,-13.391600526163144,0
0,0,0.4,-0.7,94,22205,1744,0,0.07854086917360954,-14.113506128570554,0
0,0,0.4,-0.7,95,22441,1609,0,0.07169912214250702,-14.905143423115925,0
0,0,0.4,-0.7,96,22677,1468,0,0.06473519424968029,-15.79261107992922,0
0,0,0.4,-0.7,97,22913,1323,0,0.05774014751451141,-16.785862408677026,0
0,0,0.4,-0.7,98,23150,1172,0,0.05062634989200864,-17.927887863745628,0
0,0,0.4,-0.7,99,23386,1016,0,0.043444796031813906,-19.25666493825968,0
0,0,0.4,-0.7,100,23622,856,0,0.03623740580814495,-20.832278200242026,0
0,0,0.4,-0.7,101,23858,690,0,0.028921116606588984,-22.79111906051436,0
0,0,0.4,-0.7,102,24094,519,0,0.02154063252261974,-25.350251153454437,0
0,0,0.4,-0.7,103,24331,342,0,0.014056142369816284,-29.058097243738054,0
0,0,0.4,-0.7,104,24567,161,0,0.006553506736679285,-35.6859451863351,0
0,0,0.4,-0.7,105,24803,-27,0,-0.0010885779945974277,0.0,0
0,0,0.4,-0.7,106,25039,-219,0,-0.008746355685131196,0.0,0
0,0,0.4,-0.7,107,25276,-418,0,-0.016537426808039248,0.0,0
0,0,0.4,-0.7,108,25512,-621,0,-0.0243414863593603,0.0,0
0,0,0.4,-0.7,109,25748,-830,0,-0.03223551343793693,0.0,0
0,0,0.4,-0.7,110,25984,-1044,0,-0.04017857142857143,0.0,0
0,0,0.4,-0.7,111,26220,-1264,0,-0.04820747520976354,0.0,0
0,0,0.4,-0.7,112,26457,-1491,0,-0.05635559587254791,0.0,0
0,0,0.4,-0.7,113,26693,-1723,0,-0.06454875810137489,0.0,0
0,0,0.4,-0.7,114,26929,-1960,0,-0.072783987522745,0.0,0
0,0,0.4,-0.7,115,27165,-2203,0,-0.08109699981593962,0.0,0
0,0,0.4,-0.7,116,27402,-2454,0,-0.08955550689730676,0.0,0
0,0,0.4,-0.7,117,27638,-2709,0,-0.0980172226644475,0.0,0
0,0,0.4,-0.7,118,27874,-2970,0,-0.10655090765588003,0.0,0
0,0,0.4,-0.7,119,28110,-3237,0,-0.11515474919957311,0.0,0
0,0,0.4,-0.7,120,28346,-3511,0,-0.12386227333662597,0.0,0
0,0,0.4,-0.7,121,28583,-3791,0,-0.13263128432984642,0.0,0
0,0,0.4,-0.7,122,28819,-4077,0,-0.14146916964502584,0.0,0
0,0,0.4,-0.7,123,29055,-4369,0,-0.15036998795388057,0.0,0
0,0,0.4,-0.7,124,29291,-4668,0,-0.15936635826704448,0.0,0
0,0,0.4,-0.7,125,29528,-4974,0,-0.16845028447575183,0.0,0
0,0,0.4,-0.7,126,29764,-5285,0,-0.1775634995296331,0.0,0
0,0,0.4,-0.7,127,30000,-5603,0,-0.18676666666666666,0.0,0
0,1,0.4,-0.35,0,0,0,0,0.0,0.0,0
0,1,0.4,-0.35,1,236,94,0,0.3983050847457627,0.0,0
0,1,0.4,-0.35,2,472,189,0,0.4004237288135593,0.0,0
0,1,0.4,-0.35,3,709,283,0,0.3991537376586742,0.0,0
0,1,0.4,-0.35,4,945,378,0,0.4,0.0,0
0,1,0.4,-0.35,5,1181,472,0,0.39966130397967825,0.0,0
0,1,0.4,-0.35,6,1417,566,0,0.39943542695836276,-0.004910401595238411,0
0,1,0.4,-0.35,7,1654,660,0,0.39903264812575573,-0.013673413904643876,0
0,1,0.4,-0.35,8,1890,754,0,0.39894179894179893,-0.015651186480861563,0
0,1,0.4,-0.35,9,2126,847,0,0.39840075258701785,-0.027439017542880792,0
0,1,0.4,-0.35,10,2362,940,0,0.39796782387806945,-0.036882813967406135,0
0,1,0.4,-0.35,11,2598,1033,0,0.3976135488837567,-0.044618524759230525,0
0,1,0.4,-0.35,12,2835,1127,0,0.39753086419753086,-0.04642496406783708,0
0,1,0.4,-0.35,13,3071,1219,0,0.39693910778248126,-0.059364236905199264,0
0,1,0.4,-0.35,14,3307,1311,0,0.3964318113093438,-0.0704720848838314,0
0,1,0.4,-0.35,15,3543,1403,0,0.39599209709285915,-0.08011164650780611,0
0,1,0.4,-0.35,16,3780,1494,0,0.3952380952380952,-0.09666606756836761,0
0,1,0.4,-0.35,17,4016,1585,0,0.39467131474103584,-0.10913077207531247,0
0,1,0.4,-0.35,18,4252,1676,0,0.39416745061147695,-0.12022685155148877,0
0,1,0.4,-0.35,19,4488,1766,0,0.39349376114081996,-0.13508500054256364,0
0,1,0.4,-0.35,20,4724,1855,0,0.3926756985605419,-0.15316152021971052,0
0,1,0.4,-0.35,21,4961,1945,0,0.39205805281193307,-0.16683444790064123,0
0,1,0.4,-0.35,22,5197,2033,0,0.3911872233981143,-0.18614878410787764,0
0,1,0.4,-0.35,23,5433,2121,0,0.39039204859193816,-0.20382275075463985,0
0,1,0.4,-0.35,24,5669,2208,0,0.3894866819544893,-0.22398977908763523,0
0,1,0.4,-0.35,25,5906,2295,0,0.3885878767355232,-0.2440570755270521,0
0,1,0.4,-0.35,26,6142,2381,0,0.3876587430804298,-0.26485035445486527,0
0,1,0.4,-0.35,27,6378,2467,0,0.3867983693947946,-0.28414932875554666,0
0,1,0.4,-0.35,28,6614,2551,0,0.3856970063501663,-0.3089166597693406,0
0,1,0.4,-0.35,29,6850,2635,0,0.38467153284671535,-0.3320410592886627,0
0,1,0.4,-0.35,30,7087,2719,0,0.3836602229434175,-0.35490652389178967,0
0,1,0.4,-0.35,31,7323,2801,0,0.3824935135873276,-0.3813605266771169,0
0,1,0.4,-0.35,32,7559,2883,0,0.3813996560391586,-0.4062360794766828,0
0,1,0.4,-0.35,33,7795,2964,0,0.3802437459910199,-0.43260042476285837,0
0,1,0.4,-0.35,34,8031,3044,0,0.3790312538911717,-0.4603415765726574,0
0,1,0.4,-0.35,35,8268,3123,0,0.3777213352685051,-0.4904116949125006,0
0,1,0.4,-0.35,36,8504,3201,0,0.37641110065851363,-0.5205935678336202,0
0,1,0.4,-0.35,37,8740,3278,0,0.3750572082379863,-0.5518916884099149,0
0,1,0.4,-0.35,38,8976,3355,0,0.3737745098039216,-0.5816484085529654,0
0,1,0.4,-0.35,39,9213,3430,0,0.3723000108542277,-0.6159810428106768,0
0,1,0.4,-0.35,40,9449,3505,0,0.3709387236744629,-0.6477985541472571,0
0,1,0.4,-0.35,41,9685,3578,0,0.36943727413526073,-0.683027796886968,0
0,1,0.4,-0.35,42,9921,3650,0,0.3679064610422336,-0.7190937239492724,0
0,1,0.4,-0.35,43,10157,3721,0,0.36634833120015753,-0.7559576690206321,0
0,1,0.4,-0.35,44,10394,3792,0,0.36482586107369636,-0.7921296968277014,0
0,1,0.4,-0.35,45,10630,3860,0,0.36312323612417685,-0.832761217442296,0
0,1,0.4,-0.35,46,10866,3928,0,0.36149457021903186,-0.8718064520672592,0
0,1,0.4,-0.35,47,11102,3995,0,0.35984507295982704,-0.9115308073280928,0
0,1,0.4,-0.35,48,11339,4060,0,0.35805626598465473,-0.9548164547640356,0
0,1,0.4,-0.35,49,11575,4124,0,0.3562850971922246,-0.9978888819816958,0
0,1,0.4,-0.35,50,11811,4187,0,0.354500042333418,-1.0415161927846903,0
0,1,0.4,-0.35,51,12047,4249,0,0.3527019174898315,-1.0856856054575135,0
0,1,0.4,-0.35,52,12283,4309,0,0.35081006268826836,-1.132401175601518,0
0,1,0.4,-0.35,53,12520,4368,0,0.3488817891373802,-1.1802760039660605,0
0,1,0.4,-0.35,54,12756,4426,0,0.34697397303229854,-1.2279040400051082,0
0,1,0.4,-0.35,55,12992,4482,0,0.3449815270935961,-1.2779252143726125,0
0,1,0.4,-0.35,56,13228,4537,0,0.3429845781675234,-1.3283501599244316,0
0,1,0.4,-0.35,57,13465,4590,0,0.3408837727441515,-1.3817154646168195,0
0,1,0.4,-0.35,58,13701,4642,0,0.3388073863221663,-1.4347846245467415,0
0,1,0.4,-0.35,59,13937,4692,0,0.33665781732080075,-1.4900679523749552,0
0,1,0.4,-0.35,60,14173,4741,0,0.33450927820503773,-1.5456786565189522,0
0,1,0.4,-0.35,61,14409,4788,0,0.33229231730168646,-1.6034360128964906,0
0,1,0.4,-0.35,62,14646,4834,0,0.33005598798306707,-1.662089694995473,0
0,1,0.4,-0.35,63,14882,4878,0,0.3277785243918828,-1.7222321048879194,0
0,1,0.4,-0.35,64,15118,4921,0,0.32550601931472417,-1.7826615398388466,0
0,1,0.4,-0.35,65,15354,4962,0,0.32317311449785074,-1.8451375471042355,0
0,1,0.4,-0.35,66,15591,5001,0,0.32076197806426787,-1.9101843603085424,0
0,1,0.4,-0.35,67,15827,5038,0,0.31831680040437227,-1.9766508043619067,0
0,1,0.4,-0.35,68,16063,5074,0,0.31588121770528543,-2.0433659498840537,0
0,1,0.4,-0.35,69,16299,5108,0,0.3133934597214553,-2.112043443651571,0
0,1,0.4,-0.35,70,16535,5140,0,0.3108557605080133,-2.182663625500379,0
0,1,0.4,-0.35,71,16772,5171,0,0.3083114715001192,-2.2540483396006774,0
0,1,0.4,-0.35,72,17008,5199,0,0.3056796801505174,-2.3285106153243023,0
0,1,0.4,-0.35,73,17244,5226,0,0.30306193458594294,-2.403214196222333,0
0,1,0.4,-0.35,74,17480,5251,0,0.3004004576659039,-2.479830220638005,0
0,1,0.4,-0.35,75,17717,5274,0,0.2976801941637975,-2.5588432147133706,0
0,1,0.4,-0.35,76,17953,5295,0,0.2949367793683507,-2.639263349250744,0
0,1,0.4,-0.35,77,18189,5314,0,0.2921545989334213,-2.721587478018864,0
0,1,0.4,-0.35,78,18425,5331,0,0.28933514246947084,-2.8058183005339616,0
0,1,0.4,-0.35,79,18661,5346,0,0.28647982423235624,-2.891961189498255,0
0,1,0.4,-0.35,80,18898,5359,0,0.28357498147952165,-2.9804837726081934,0
0,1,0.4,-0.35,81,19134,5370,0,0.28065224208215744,-3.070471698952404,0
0,1,0.4,-0.35,82,19370,5379,0,0.27769747031492,-3.1624035491567697,0
0,1,0.4,-0.35,83,19606,5386,0,0.27471182291135365,-3.256295004940257,0
0,1,0.4,-0.35,84,19843,5390,0,0.27163231366224866,-3.354213364321481,0
0,1,0.4,-0.35,85,20079,5393,0,0.268589073161014,-3.452075209111464,0
0,1,0.4,-0.35,86,20315,5393,0,0.265468865370416,-3.55357014789682,0
0,1,0.4,-0.35,87,20551,5391,0,0.2623230013138047,-3.6571145688254774,0
0,1,0.4,-0.35,88,20787,5387,0,0.2591523548371578,-3.7627388305537908,0
0,1,0.4,-0.35,89,21024,5380,0,0.2558980213089802,-3.872503464677412,0
0,1,0.4,-0.35,90,21260,5372,0,0.25268109125117594,-3.9823871442234635,0
0,1,0.4,-0.35,91,21496,5360,0,0.2493487160401935,-4.097699295058302,0
0,1,0.4,-0.35,92,21732,5347,0,0.24604270200625805,-4.213632265638312,0
0,1,0.4,-0.35,93,21969,5331,0,0.24266011197596613,-4.33387414704245,0
0,1,0.4,-0.35,94,22205,5313,0,0.23927043458680478,-4.456061252410611,0
0,1,0.4,-0.35,95,22441,5292,0,0.23581836816541152,-4.5822894248910835,0
0,1,0.4,-0.35,96,22677,5269,0,0.23234995810733342,-4.710990050178322,0
0,1,0.4,-0.35,97,22913,5244,0,0.2288657094225985,-4.842227462169945,0
0,1,0.4,-0.35,98,23150,5216,0,0.2253131749460043,-4.978110273013623,0
0,1,0.4,-0.35,99,23386,5185,0,0.22171384589070384,-5.1179857128203246,0
0,1,0.4,-0.35,100,23622,5152,0,0.2181017695368724,-5.260658236853811,0
0,1,0.4,-0.35,101,23858,5116,0,0.2144354095062453,-5.407911989230973,0
0,1,0.4,-0.35,102,24094,5078,0,0.21075786502863783,-5.558166209773358,0
0,1,0.4,-0.35,103,24331,5037,0,0.20701985121861,-5.713602177810362,0
0,1,0.4,-0.35,104,24567,4993,0,0.2032401188586315,-5.873653215973725,0
0,1,0.4,-0.35,105,24803,4947,0,0.19945167923235094,-6.037088078562346,0
0,1,0.4,-0.35,106,25039,4898,0,0.19561484084827668,-6.205806007902082,0
0,1,0.4,-0.35,107,25276,4846,0,0.19172337395157463,-6.38034075822072,0
0,1,0.4,-0.35,108,25512,4792,0,0.1878331765443713,-6.558395957484416,0
0,1,0.4,-0.35,109,25748,4735,0,0.18389777846823055,-6.742312362764248,0
0,1,0.4,-0.35,110,25984,4675,0,0.17991841133004927,-6.932329867462354,0
0,1,0.4,-0.35,111,26220,4612,0,0.17589626239511824,-7.12870979503954,0
0,1,0.4,-0.35,112,26457,4546,0,0.1718259817817591,-7.332065339086932,0
0,1,0.4,-0.35,113,26693,4477,0,0.16772187464878432,-7.542047861941999,0
0,1,0.4,-0.35,114,26929,4406,0,0.1636154331761298,-7.7573566905379305,0
0,1,0.4,-0.35,115,27165,4331,0,0.15943309405484998,-7.982272533209407,0
0,1,0.4,-0.35,116,27402,4254,0,0.15524414276330195,-8.213537548890141,0
0,1,0.4,-0.35,117,27638,4173,0,0.15098777046095954,-8.455006576059578,0
0,1,0.4,-0.35,118,27874,4090,0,0.14673172131735668,-8.703361774377576,0
0,1,0.4,-0.35,119,28110,4003,0,0.1424048381358947,-8.963347130458171,0
0,1,0.4,-0.35,120,28346,3914,0,0.13807944683553236,-9.231261249738061,0
0,1,0.4,-0.35,121,28583,3821,0,0.13368085925200293,-9.51245745278194,0
0,1,0.4,-0.35,122,28819,3725,0,0.1292550053783962,-9.804894618960084,0
0,1,0.4,-0.35,123,29055,3626,0,0.12479779728101875,-10.109703620717506,0
0,1,0.4,-0.35,124,29291,3524,0,0.12030999283056229,-10.427808002137303,0
0,1,0.4,-0.35,125,29528,3419,0,0.11578840422649689,-10.760540648231583,0
0,1,0.4,-0.35,126,29764,3310,0,0.11120817094476548,-11.111108062207403,0
0,1,0.4,-0.35,127,30000,3199,0,0.10663333333333333,-11.475982313122568,0
0,2,0.4,0.0,0,0,0,0,0.0,0.0,0
0,2,0.4,0.0,1,236,94,0,0.3983050847457627,0.0,0
0,2,0.4,0.0,2,472,189,0,0.4004237288135593,0.0,0
0,2,0.4,0.0,3,709,284,0,0.4005641748942172,0.0,0
0,2,0.4,0.0,4,945,378,0,0.4,0.0,0
0,2,0.4,0.0,5,1181,472,0,0.39966130397967825,0.0,0
0,2,0.4,0.0,6,1417,567,0,0.40014114326040934,0.0104221524974638,0
0,2,0.4,0.0,7,1654,662,0,0.40024183796856105,0.012607664051980955,0
0,2,0.4,0.0,8,1890,756,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,9,2126,850,0,0.39981185324553153,0.0032712901288359025,0
0,2,0.4,0.0,10,2362,945,0,0.40008467400508047,0.009196284223879983,0
0,2,0.4,0.0,11,2598,1039,0,0.39992301770592764,0.005685995991906315,0
0,2,0.4,0.0,12,2835,1134,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,13,3071,1228,0,0.39986974926733965,0.004528986830140829,0
0,2,0.4,0.0,14,3307,1323,0,0.4000604777744179,0.008670965064503128,0
0,2,0.4,0.0,15,3543,1417,0,0.3999435506632797,0.006131937874204129,0
0,2,0.4,0.0,16,3780,1512,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,17,4016,1606,0,0.3999003984063745,0.0051947157025240874,0
0,2,0.4,0.0,18,4252,1701,0,0.40004703668861713,0.008379134814737881,0
0,2,0.4,0.0,19,4488,1795,0,0.3999554367201426,0.006390072913200035,0
0,2,0.4,0.0,20,4724,1890,0,0.40008467400508047,0.009196284223879983,0
0,2,0.4,0.0,21,4961,1984,0,0.3999193710945374,0.005606795228025248,0
0,2,0.4,0.0,22,5197,2079,0,0.40003848374061957,0.008193429760733123,0
0,2,0.4,0.0,23,5433,2173,0,0.3999631879256396,0.006558405324614383,0
0,2,0.4,0.0,24,5669,2268,0,0.4000705591815135,0.00888984418651947,0
0,2,0.4,0.0,25,5906,2362,0,0.3999322722654927,0.00588699255726664,0
0,2,0.4,0.0,26,6142,2457,0,0.4000325626831651,0.008064867049157503,0
0,2,0.4,0.0,27,6378,2551,0,0.3999686422075886,0.0066768536455332145,0
0,2,0.4,0.0,28,6614,2646,0,0.4000604777744179,0.008670965064503128,0
0,2,0.4,0.0,29,6850,2740,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,30,7087,2835,0,0.40002822068576266,0.007970588936716056,0
0,2,0.4,0.0,31,7323,2929,0,0.39997268878874775,0.006764730483491758,0
0,2,0.4,0.0,32,7559,3024,0,0.40005291705252016,0.008506809342539749,0
0,2,0.4,0.0,33,7795,3118,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,34,8031,3212,0,0.3999501930021168,0.006276193589506629,0
0,2,0.4,0.0,35,8268,3307,0,0.39997581035316887,0.006832518757584383,0
0,2,0.4,0.0,36,8504,3402,0,0.40004703668861713,0.008379134814737881,0
0,2,0.4,0.0,37,8740,3496,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,38,8976,3590,0,0.3999554367201426,0.006390072913200035,0
0,2,0.4,0.0,39,9213,3685,0,0.3999782915445566,0.006886400235318786,0
0,2,0.4,0.0,40,9449,3780,0,0.40004233252196,0.008276996543699105,0
0,2,0.4,0.0,41,9685,3874,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,42,9921,3968,0,0.3999596814837214,0.006482256564054803,0
0,2,0.4,0.0,43,10157,4063,0,0.4000196908535985,0.007785377076917571,0
0,2,0.4,0.0,44,10394,4158,0,0.40003848374061957,0.008193429760733123,0
0,2,0.4,0.0,45,10630,4252,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,46,10866,4346,0,0.3999631879256396,0.006558405324614383,0
0,2,0.4,0.0,47,11102,4441,0,0.40001801477211313,0.007748983145221982,0
0,2,0.4,0.0,48,11339,4536,0,0.40003527647940734,0.008123791389086159,0
0,2,0.4,0.0,49,11575,4630,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,50,11811,4724,0,0.3999661332655999,0.006622368220243695,0
0,2,0.4,0.0,51,12047,4819,0,0.40001660164356273,0.007718298776368363,0
0,2,0.4,0.0,52,12283,4913,0,0.3999837173328991,0.0070042253275614825,0
0,2,0.4,0.0,53,12520,5008,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,54,12756,5102,0,0.3999686422075886,0.0066768536455332145,0
0,2,0.4,0.0,55,12992,5197,0,0.40001539408866993,0.007692078103728193,0
0,2,0.4,0.0,56,13228,5291,0,0.39998488055639553,0.007029485396371211,0
0,2,0.4,0.0,57,13465,5386,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,58,13701,5480,0,0.39997080505072624,0.0067238227426629615,0
0,2,0.4,0.0,59,13937,5575,0,0.4000143502905934,0.007669413159179303,0
0,2,0.4,0.0,60,14173,5669,0,0.39998588866153956,0.007051376921316561,0
0,2,0.4,0.0,61,14409,5764,0,0.4000277604275106,0.007960595255083042,0
0,2,0.4,0.0,62,14646,5858,0,0.39997268878874775,0.006764730483491758,0
0,2,0.4,0.0,63,14882,5953,0,0.4000134390538906,0.007649626592911061,0
0,2,0.4,0.0,64,15118,6047,0,0.39998677073686995,0.007070531598371402,0
0,2,0.4,0.0,65,15354,6142,0,0.4000260518431679,0.007923496312959645,0
0,2,0.4,0.0,66,15591,6236,0,0.39997434417292027,0.006800679074182265,0
0,2,0.4,0.0,67,15827,6331,0,0.4000126366336008,0.007632202825631167,0
0,2,0.4,0.0,68,16063,6425,0,0.39998754902571126,0.007087432468350842,0
0,2,0.4,0.0,69,16299,6520,0,0.40002454138290694,0.007890699159278093,0
0,2,0.4,0.0,70,16535,6614,0,0.4,0.007357806147788638,0
0,2,0.4,0.0,71,16772,6709,0,0.4000119246362986,0.007616742475314667,0
0,2,0.4,0.0,72,17008,6803,0,0.39998824082784573,0.007102455215458632,0
0,2,0.4,0.0,73,17244,6897,0,0.3999652052887961,0.0066022157303606,0
